row,date,description,town,lat,lon,status,thumbnail_url,video_url
31,2026-06-03,Merkava tank zawtar al sharqiyah,Zawtar al-Sharqiyah,33.3213,35.47325833,mapped,https://d2fioemadmrru3.cloudfront.net/thumbnails/2026-06-03_merkava_tank_zawtar_al_sharqiyah.jpg,https://d2fioemadmrru3.cloudfront.net/videos/2026-06-03_merkava_tank_zawtar_al_sharqiyah.mp4
32,2026-06-03,personnel carrier zawtar al sharqiyah mmirleb 17494,Zawtar al-Sharqiyah,33.3213,35.47325833,mapped,https://d2fioemadmrru3.cloudfront.net/thumbnails/2026-06-03_personnel_carrier_zawtar_al_sharqiyah_mmirleb_17492.jpg,https://d2fioemadmrru3.cloudfront.net/videos/2026-06-03_personnel_carrier_zawtar_al_sharqiyah_mmirleb_17492.mp4
33,2026-06-03,personnel carrier zawtar al sharqiyah mmirleb 17523,Zawtar al-Sharqiyah,33.3213,35.47325833,mapped,https://d2fioemadmrru3.cloudfront.net/thumbnails/2026-06-03_personnel_carrier_zawtar_al_sharqiyah_mmirleb_17521.jpg,https://d2fioemadmrru3.cloudfront.net/videos/2026-06-03_personnel_carrier_zawtar_al_sharqiyah_mmirleb_17521.mp4
34,2026-06-03,M113 apc beaufort castle,Beaufort Castle,33.32401389,35.53186389,mapped,https://d2fioemadmrru3.cloudfront.net/thumbnails/2026-06-03_m113_apc_beaufort_castle.jpg,https://d2fioemadmrru3.cloudfront.net/videos/2026-06-03_m113_apc_beaufort_castle.mp4
35,2026-06-03,Humvee zawtar al sharqiyah,Zawtar al-Sharqiyah,33.3213,35.47325833,mapped,https://d2fioemadmrru3.cloudfront.net/thumbnails/2026-06-03_humvee_zawtar_al_sharqiyah.jpg,https://d2fioemadmrru3.cloudfront.net/videos/2026-06-03_humvee_zawtar_al_sharqiyah.mp4
36,2026-06-02,Targeting israeli soldiers eastern outskirts zawtar al sharqiyah,Zawtar al-Sharqiyah,33.3213,35.47325833,mapped,https://d2fioemadmrru3.cloudfront.net/thumbnails/2026-06-02_targeting_israeli_soldiers_eastern_outskirts_zawtar_al_sharqiyah.jpg,https://d2fioemadmrru3.cloudfront.net/videos/2026-06-02_targeting_israeli_soldiers_eastern_outskirts_zawtar_al_sharqiyah.mp4
37,2026-06-02,Soldiers and namer vehicle near yahmor al shqif,Yahmor al-Shaqif,33.30935556,35.51621944,mapped,https://d2fioemadmrru3.cloudfront.net/thumbnails/2026-06-02_soldiers_and_namer_vehicle_near_yahmor_al_shqif.jpg,https://d2fioemadmrru3.cloudfront.net/videos/2026-06-02_soldiers_and_namer_vehicle_near_yahmor_al_shqif.mp4
38,2026-06-02,Namer vehicle near yahmor al shqif,Yahmor al-Shaqif,33.30935556,35.51621944,mapped,https://d2fioemadmrru3.cloudfront.net/thumbnails/2026-06-02_namer_vehicle_near_yahmor_al_shqif.jpg,https://d2fioemadmrru3.cloudfront.net/videos/2026-06-02_namer_vehicle_near_yahmor_al_shqif.mp4
39,2026-06-02,Merkava tank near yahmor al shqif,Yahmor al-Shaqif,33.30935556,35.51621944,mapped,https://d2fioemadmrru3.cloudfront.net/thumbnails/2026-06-02_merkava_tank_near_yahmor_al_shqif.jpg,https://d2fioemadmrru3.cloudfront.net/videos/2026-06-02_merkava_tank_near_yahmor_al_shqif.mp4
41,2026-06-01,Soldiers near yahmor al shqif,Yahmor al-Shaqif,33.30935556,35.51621944,mapped,https://d2fioemadmrru3.cloudfront.net/thumbnails/2026-06-01_soldiers_near_yahmor_al_shqif.jpg,https://d2fioemadmrru3.cloudfront.net/videos/2026-06-01_soldiers_near_yahmor_al_shqif.mp4
42,2026-06-01,Merkava tank near yahmor al shqif,Yahmor al-Shaqif,33.30935556,35.51621944,mapped,https://d2fioemadmrru3.cloudfront.net/thumbnails/2026-06-01_merkava_tank_near_yahmor_al_shqif.jpg,https://d2fioemadmrru3.cloudfront.net/videos/2026-06-01_merkava_tank_near_yahmor_al_shqif.mp4
43,2026-05-31,Soldiers gathering near border site,Beaufort Castle,33.32401389,35.53186389,mapped,https://d2fioemadmrru3.cloudfront.net/thumbnails/2026-05-31_soldiers_gathering_near_border_site.jpg,https://d2fioemadmrru3.cloudfront.net/videos/2026-05-31_soldiers_gathering_near_border_site.mp4
44,2026-05-31,Namer vehicle and apc in dibel,Dibel / Debel,33.12090278,35.36613611,mapped,https://d2fioemadmrru3.cloudfront.net/thumbnails/2026-05-31_namer_vehicle_and_apc_in_dibel.jpg,https://d2fioemadmrru3.cloudfront.net/videos/2026-05-31_namer_vehicle_and_apc_in_dibel.mp4
45,2026-05-31,Humvee vehicle at al assi,Border area opposite Mays al-Jabal,33.17205556,35.53799167,mapped,https://d2fioemadmrru3.cloudfront.net/thumbnails/2026-05-31_humvee_vehicle_at_al_assi.jpg,https://d2fioemadmrru3.cloudfront.net/videos/2026-05-31_humvee_vehicle_at_al_assi.mp4
46,2026-05-30,Merkava tank beaufort castle,Beaufort Castle,33.32401389,35.53186389,mapped,https://d2fioemadmrru3.cloudfront.net/thumbnails/2026-05-30_merkava_tank_in_border_area.jpg,https://d2fioemadmrru3.cloudfront.net/videos/2026-05-30_merkava_tank_in_border_area.mp4
47,2026-05-30,technical equipment rashaf,Rachaf / Rashaf,33.14407222,35.36260833,mapped,https://d2fioemadmrru3.cloudfront.net/thumbnails/2026-05-30_technical_equipment_rashaf_mmirleb_17060.jpg,https://d2fioemadmrru3.cloudfront.net/videos/2026-05-30_technical_equipment_rashaf_mmirleb_17060.mp4
48,2026-05-29,Soldier at misgav am,Misgav Am,33.24803333,35.54877778,mapped,https://d2fioemadmrru3.cloudfront.net/thumbnails/2026-05-29_soldier_at_misgav_am.jpg,https://d2fioemadmrru3.cloudfront.net/videos/2026-05-29_soldier_at_misgav_am.mp4
49,2026-05-29,Namer apc in ainata,Ainata,33.12971111,35.43543889,mapped,https://d2fioemadmrru3.cloudfront.net/thumbnails/2026-05-29_namer_apc_in_ainata.jpg,https://d2fioemadmrru3.cloudfront.net/videos/2026-05-29_namer_apc_in_ainata.mp4
51,2026-05-28,iron dome launcher vehicle khiam,Khiam,33.32690833,35.61120556,mapped,https://d2fioemadmrru3.cloudfront.net/thumbnails/2026-05-28_iron_dome_launcher_vehicle_khiam_mmirleb_16993.jpg,https://d2fioemadmrru3.cloudfront.net/videos/2026-05-28_iron_dome_launcher_vehicle_khiam_mmirleb_16993.mp4
52,2026-05-28,merkava tank zawtar al sharqiyah,Zawtar al-Sharqiyah,33.3213,35.47325833,mapped,https://d2fioemadmrru3.cloudfront.net/thumbnails/2026-05-28_merkava_tank_zawtar_al_sharqiyah_mmirleb_17154.jpg,https://d2fioemadmrru3.cloudfront.net/videos/2026-05-28_merkava_tank_zawtar_al_sharqiyah_mmirleb_17154.mp4
53,2026-05-27,Merkava tank on military route,Zawtar al-Sharqiyah,33.3213,35.47325833,mapped,https://d2fioemadmrru3.cloudfront.net/thumbnails/2026-05-27_merkava_tank_on_military_route.jpg,https://d2fioemadmrru3.cloudfront.net/videos/2026-05-27_merkava_tank_on_military_route.mp4
54,2026-05-27,Iron technical platform at jal al alam,Border near Rosh HaNikra,33.08693889,35.15468611,mapped,https://d2fioemadmrru3.cloudfront.net/thumbnails/2026-05-27_iron_technical_platform_at_jal_al_alam.jpg,https://d2fioemadmrru3.cloudfront.net/videos/2026-05-27_iron_technical_platform_at_jal_al_alam.mp4
55,2026-05-27,Enemy vehicle in northern settlement,Shomera,33.08247,35.281962,mapped,https://d2fioemadmrru3.cloudfront.net/thumbnails/2026-05-27_enemy_vehicle_in_northern_settlement.jpg,https://d2fioemadmrru3.cloudfront.net/videos/2026-05-27_enemy_vehicle_in_northern_settlement.mp4
57,2026-05-26,Merkava tank in rashaf,Rachaf / Rashaf,33.14407222,35.36260833,mapped,https://d2fioemadmrru3.cloudfront.net/thumbnails/2026-05-26_merkava_tank_in_rashaf.jpg,https://d2fioemadmrru3.cloudfront.net/videos/2026-05-26_merkava_tank_in_rashaf.mp4
58,2026-05-26,Humvee vehicle in wadi near dibel,Dibel / Debel,33.12090278,35.36613611,mapped,https://d2fioemadmrru3.cloudfront.net/thumbnails/2026-05-26_humvee_vehicle_in_wadi_near_dibel.jpg,https://d2fioemadmrru3.cloudfront.net/videos/2026-05-26_humvee_vehicle_in_wadi_near_dibel.mp4
59,2026-05-26,Communications equipment at al assi,Border area opposite Mays al-Jabal,33.17205556,35.53799167,mapped,https://d2fioemadmrru3.cloudfront.net/thumbnails/2026-05-26_communications_equipment_at_al_assi.jpg,https://d2fioemadmrru3.cloudfront.net/videos/2026-05-26_communications_equipment_at_al_assi.mp4
61,2026-05-26,Anti drone platform barashit,Border near Rmaych,33.06221389,35.34233889,mapped,https://d2fioemadmrru3.cloudfront.net/thumbnails/2026-05-26_anti_drone_platform_barashit.jpg,https://d2fioemadmrru3.cloudfront.net/videos/2026-05-26_anti_drone_platform_barashit.mp4
62,2026-05-26,humvee zawtar al sharqiyah riverbed,Zawtar al-Sharqiyah,33.3213,35.47325833,mapped,https://d2fioemadmrru3.cloudfront.net/thumbnails/2026-05-26_humvee_zawtar_al_sharqiyah_riverbed_mmirleb_17068.jpg,https://d2fioemadmrru3.cloudfront.net/videos/2026-05-26_humvee_zawtar_al_sharqiyah_riverbed_mmirleb_17068.mp4
63,2026-05-26,d9 bulldozer zawtar al sharqiyah,Zawtar al-Sharqiyah,33.3213,35.47325833,mapped,https://d2fioemadmrru3.cloudfront.net/thumbnails/2026-05-26_d9_bulldozer_zawtar_al_sharqiyah_mmirleb_17143.jpg,https://d2fioemadmrru3.cloudfront.net/videos/2026-05-26_d9_bulldozer_zawtar_al_sharqiyah_mmirleb_17143.mp4
64,2026-05-25,Two israeli army vehicles,Naqoura,33.118975,35.14008333,mapped,https://d2fioemadmrru3.cloudfront.net/thumbnails/2026-05-25_two_israeli_army_vehicles.jpg,https://d2fioemadmrru3.cloudfront.net/videos/2026-05-25_two_israeli_army_vehicles.mp4
65,2026-05-25,Soldiers position tent hadab al bustan,Manor Ridge,33.0931061,35.2460822,mapped,https://d2fioemadmrru3.cloudfront.net/thumbnails/2026-05-25_soldiers_position_tent_hadab_al_bustan.jpg,https://d2fioemadmrru3.cloudfront.net/videos/2026-05-25_soldiers_position_tent_hadab_al_bustan.mp4
66,2026-05-25,Command room tayr harfa,Tayr Harfa,33.126925,35.21875556,mapped,https://d2fioemadmrru3.cloudfront.net/thumbnails/2026-05-25_command_room_tayr_harfa.jpg,https://d2fioemadmrru3.cloudfront.net/videos/2026-05-25_command_room_tayr_harfa.mp4
67,2026-05-24,Namer apc taybeh,Taybeh,33.27614167,35.52115278,mapped,https://d2fioemadmrru3.cloudfront.net/thumbnails/2026-05-24_namer_apc_taybeh.jpg,https://d2fioemadmrru3.cloudfront.net/videos/2026-05-24_namer_apc_taybeh.mp4
68,2026-05-24,humvee manara,Manara,33.19809722,35.54392778,mapped,https://d2fioemadmrru3.cloudfront.net/thumbnails/2026-05-24_humvee_manara_mmirleb_16823.jpg,https://d2fioemadmrru3.cloudfront.net/videos/2026-05-24_humvee_manara_mmirleb_16823.mp4
69,2026-05-23,Soldier Gathering Bayyadah,Al Bayada / Bayyadah,33.16242222,35.18071389,mapped,https://d2fioemadmrru3.cloudfront.net/thumbnails/2026-05-23_soldier_gathering_bayyadah.jpg,https://d2fioemadmrru3.cloudfront.net/videos/2026-05-23_soldier_gathering_bayyadah.mp4
70,2026-05-23,Two iron dome platforms ramim,Ramim Ridge,33.19026667,35.54089722,mapped,https://d2fioemadmrru3.cloudfront.net/thumbnails/2026-05-23_two_iron_dome_platforms_ramim.jpg,https://d2fioemadmrru3.cloudfront.net/videos/2026-05-23_two_iron_dome_platforms_ramim.mp4
72,2026-05-23,Anti drone system jardah,Border Israel in front of Alma al-Shaab,33.09190833,35.18313611,mapped,https://d2fioemadmrru3.cloudfront.net/thumbnails/2026-05-23_anti_drone_system_jardah.jpg,https://d2fioemadmrru3.cloudfront.net/videos/2026-05-23_anti_drone_system_jardah.mp4
73,2026-05-22,Soldier manara,Manara,33.19809722,35.54392778,mapped,https://d2fioemadmrru3.cloudfront.net/thumbnails/2026-05-22_soldier_manara.jpg,https://d2fioemadmrru3.cloudfront.net/videos/2026-05-22_soldier_manara.mp4
74,2026-05-22,Merkava tank markaba,Markaba,33.23274722,35.51663333,mapped,https://d2fioemadmrru3.cloudfront.net/thumbnails/2026-05-22_merkava_tank_markaba.jpg,https://d2fioemadmrru3.cloudfront.net/videos/2026-05-22_merkava_tank_markaba.mp4
75,2026-05-21,Engineering vehicle khallet al raj deir siryan,Deir Seryan / Khallet al-Raj,33.291775,35.50118611,mapped,https://d2fioemadmrru3.cloudfront.net/thumbnails/2026-05-21_engineering_vehicle_khallet_al_raj_deir_siryan.jpg,https://d2fioemadmrru3.cloudfront.net/videos/2026-05-21_engineering_vehicle_khallet_al_raj_deir_siryan.mp4
76,2026-05-20,Namer apc hadatha,Haddatha,33.16537778,35.39011389,mapped,https://d2fioemadmrru3.cloudfront.net/thumbnails/2026-05-20_namer_apc_hadatha.jpg,https://d2fioemadmrru3.cloudfront.net/videos/2026-05-20_namer_apc_hadatha.mp4
77,2026-05-20,Armored brigade 401 hq debel,Dibel / Debel,33.12090278,35.36613611,mapped,https://d2fioemadmrru3.cloudfront.net/thumbnails/2026-05-20_armored_brigade_401_hq_debel.jpg,https://d2fioemadmrru3.cloudfront.net/videos/2026-05-20_armored_brigade_401_hq_debel.mp4
78,2026-05-19,Military vehicle misgav am,Misgav Am,33.24803333,35.54877778,mapped,https://d2fioemadmrru3.cloudfront.net/thumbnails/2026-05-19_military_vehicle_misgav_am.jpg,https://d2fioemadmrru3.cloudfront.net/videos/2026-05-19_military_vehicle_misgav_am.mp4
79,2026-05-19,iron dome platform misgav am,Misgav Am,33.24803333,35.54877778,mapped,https://d2fioemadmrru3.cloudfront.net/thumbnails/2026-05-19_iron_dome_platform_misgav_am_mmirleb_16697.jpg,https://d2fioemadmrru3.cloudfront.net/videos/2026-05-19_iron_dome_platform_misgav_am_mmirleb_16697.mp4
80,2026-05-19,iron dome platform jal al alam,Border near Rosh HaNikra,33.08693889,35.15468611,mapped,https://d2fioemadmrru3.cloudfront.net/thumbnails/2026-05-19_iron_dome_platform_jal_al_alam_mmirleb_16395.jpg,https://d2fioemadmrru3.cloudfront.net/videos/2026-05-19_iron_dome_platform_jal_al_alam_mmirleb_16395.mp4
81,2026-05-19,communications vehicle taybeh,Taybeh,33.27614167,35.52115278,mapped,https://d2fioemadmrru3.cloudfront.net/thumbnails/2026-05-19_communications_vehicle_taybeh_mmirleb_16552.jpg,https://d2fioemadmrru3.cloudfront.net/videos/2026-05-19_communications_vehicle_taybeh_mmirleb_16552.mp4
82,2026-05-19,engineering vehicle khiam,Khiam,33.32690833,35.61120556,mapped,https://d2fioemadmrru3.cloudfront.net/thumbnails/2026-05-19_engineering_vehicle_khiam_mmirleb_16767.jpg,https://d2fioemadmrru3.cloudfront.net/videos/2026-05-19_engineering_vehicle_khiam_mmirleb_16767.mp4
83,2026-05-18,Iron dome platform shomera,"Near Shomera (Israel), approx",33.09319722,35.28620556,mapped,https://d2fioemadmrru3.cloudfront.net/thumbnails/2026-05-18_iron_dome_platform_shomera.jpg,https://d2fioemadmrru3.cloudfront.net/videos/2026-05-18_iron_dome_platform_shomera.mp4
84,2026-05-18,brigade 300 commander vehicle shomera,"Near Shomera (Israel), approx",33.09319722,35.28620556,mapped,https://d2fioemadmrru3.cloudfront.net/thumbnails/2026-05-18_brigade_300_commander_vehicle_shomera_mmirleb_16516.jpg,https://d2fioemadmrru3.cloudfront.net/videos/2026-05-18_brigade_300_commander_vehicle_shomera_mmirleb_16516.mp4
85,2026-05-18,engineering vehicle deir siryan khallet al raj,Deir Seryan / Khallet al-Raj,33.291775,35.50118611,mapped,https://d2fioemadmrru3.cloudfront.net/thumbnails/2026-05-18_engineering_vehicle_deir_siryan_khallet_al_raj_mmirleb_16558.jpg,https://d2fioemadmrru3.cloudfront.net/videos/2026-05-18_engineering_vehicle_deir_siryan_khallet_al_raj_mmirleb_16558.mp4
86,2026-05-17,Buggy iskandarounah naqoura,Naqoura,33.118975,35.14008333,mapped,https://d2fioemadmrru3.cloudfront.net/thumbnails/2026-05-17_buggy_iskandarounah_naqoura.jpg,https://d2fioemadmrru3.cloudfront.net/videos/2026-05-17_buggy_iskandarounah_naqoura.mp4
87,2026-05-17,logistics position bayyadah iskandarounah,Al Bayada / Bayyadah,33.16242222,35.18071389,mapped,https://d2fioemadmrru3.cloudfront.net/thumbnails/2026-05-17_logistics_position_bayyadah_iskandarounah_mmirleb_16413.jpg,https://d2fioemadmrru3.cloudfront.net/videos/2026-05-17_logistics_position_bayyadah_iskandarounah_mmirleb_16413.mp4
88,2026-05-17,military vehicle bayyadah iskandarounah,Al Bayada / Bayyadah,33.16242222,35.18071389,mapped,https://d2fioemadmrru3.cloudfront.net/thumbnails/2026-05-17_military_vehicle_bayyadah_iskandarounah_mmirleb_16443.jpg,https://d2fioemadmrru3.cloudfront.net/videos/2026-05-17_military_vehicle_bayyadah_iskandarounah_mmirleb_16443.mp4
89,2026-05-16,Hummer iskandarounah bayyadah,Al Bayada / Bayyadah,33.16242222,35.18071389,mapped,https://d2fioemadmrru3.cloudfront.net/thumbnails/2026-05-16_hummer_iskandarounah_naqoura.jpg,https://d2fioemadmrru3.cloudfront.net/videos/2026-05-16_hummer_iskandarounah_naqoura.mp4
90,2026-05-16,engineering vehicle deir siryan khallet al raj,Deir Seryan / Khallet al-Raj,33.291775,35.50118611,mapped,https://d2fioemadmrru3.cloudfront.net/thumbnails/2026-05-16_engineering_vehicle_deir_siryan_khallet_al_raj_mmirleb_16319.jpg,https://d2fioemadmrru3.cloudfront.net/videos/2026-05-16_engineering_vehicle_deir_siryan_khallet_al_raj_mmirleb_16319.mp4
91,2026-05-16,merkava tank bayyadah,Al Bayada / Bayyadah,33.16242222,35.18071389,mapped,https://d2fioemadmrru3.cloudfront.net/thumbnails/2026-05-16_merkava_tank_bayyadah_mmirleb_16351.jpg,https://d2fioemadmrru3.cloudfront.net/videos/2026-05-16_merkava_tank_bayyadah_mmirleb_16351.mp4
92,2026-05-16,namer vehicle taybeh,Taybeh,33.27614167,35.52115278,mapped,https://d2fioemadmrru3.cloudfront.net/thumbnails/2026-05-16_namer_vehicle_taybeh_mmirleb_16531.jpg,https://d2fioemadmrru3.cloudfront.net/videos/2026-05-16_namer_vehicle_taybeh_mmirleb_16531.mp4
93,2026-05-15,Engineering vehicle khiam,Khiam,33.32690833,35.61120556,mapped,https://d2fioemadmrru3.cloudfront.net/thumbnails/2026-05-15_engineering_vehicle_khiam.jpg,https://d2fioemadmrru3.cloudfront.net/videos/2026-05-15_engineering_vehicle_khiam.mp4
94,2026-05-15,personnel carrier deir siryan khallet al raj,Deir Seryan / Khallet al-Raj,33.291775,35.50118611,mapped,https://d2fioemadmrru3.cloudfront.net/thumbnails/2026-05-15_personnel_carrier_deir_siryan_khallet_al_raj_mmirleb_16301.jpg,https://d2fioemadmrru3.cloudfront.net/videos/2026-05-15_personnel_carrier_deir_siryan_khallet_al_raj_mmirleb_16301.mp4
95,2026-05-14,Strike on military tanker near bint jbeil,Bint Jbeil,33.12122222,35.43349722,mapped,https://d2fioemadmrru3.cloudfront.net/thumbnails/2026-05-14_strike_on_military_tanker_near_bint_jbeil.jpg,https://d2fioemadmrru3.cloudfront.net/videos/2026-05-14_strike_on_military_tanker_near_bint_jbeil.mp4
96,2026-05-14,merkava tank bint jbeil,Bint Jbeil,33.12122222,35.43349722,mapped,https://d2fioemadmrru3.cloudfront.net/thumbnails/2026-05-14_merkava_tank_bint_jbeil_mmirleb_16493.jpg,https://d2fioemadmrru3.cloudfront.net/videos/2026-05-14_merkava_tank_bint_jbeil_mmirleb_16493.mp4
97,2026-05-14,Merkava tank taybeh,Taybeh,33.27614167,35.52115278,mapped,https://d2fioemadmrru3.cloudfront.net/thumbnails/2026-05-14_merkava_tank_aytaroun.jpg,https://d2fioemadmrru3.cloudfront.net/videos/2026-05-14_merkava_tank_aytaroun.mp4
98,2026-05-14,wireless communications system blat,Jabal Blat,33.1145337,35.2905355,mapped,https://d2fioemadmrru3.cloudfront.net/thumbnails/2026-05-14_wireless_communications_system_blat_mmirleb_16285.jpg,https://d2fioemadmrru3.cloudfront.net/videos/2026-05-14_wireless_communications_system_blat_mmirleb_16285.mp4
99,2026-05-14,soldiers gathering naqoura ras naqoura,Naqoura,33.118975,35.14008333,mapped,https://d2fioemadmrru3.cloudfront.net/thumbnails/2026-05-14_soldiers_gathering_naqoura_ras_naqoura_mmirleb_16294.jpg,https://d2fioemadmrru3.cloudfront.net/videos/2026-05-14_soldiers_gathering_naqoura_ras_naqoura_mmirleb_16294.mp4
100,2026-05-14,namer vehicle rashaf,Rachaf / Rashaf,33.14407222,35.36260833,mapped,https://d2fioemadmrru3.cloudfront.net/thumbnails/2026-05-14_namer_vehicle_rashaf_mmirleb_16312.jpg,https://d2fioemadmrru3.cloudfront.net/videos/2026-05-14_namer_vehicle_rashaf_mmirleb_16312.mp4
101,2026-05-14,humvee tayr harfa,Tayr Harfa,33.126925,35.21875556,mapped,https://d2fioemadmrru3.cloudfront.net/thumbnails/2026-05-14_humvee_tayr_harfa_mmirleb_16337.jpg,https://d2fioemadmrru3.cloudfront.net/videos/2026-05-14_humvee_tayr_harfa_mmirleb_16337.mp4
102,2026-05-13,Strike on merkava tank near aita al shaab,Ayta ash Shab / Aita al-Shaab,33.09846111,35.33781389,mapped,https://d2fioemadmrru3.cloudfront.net/thumbnails/2026-05-13_strike_on_merkava_tank_near_aita_al_shaab.jpg,https://d2fioemadmrru3.cloudfront.net/videos/2026-05-13_strike_on_merkava_tank_near_aita_al_shaab.mp4
